"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","715","test_invalid_fill_checkout_info_form[Empty form-chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","2688","test_remove_all_products_from_cart[firefox]","tests","2026-06-24","passed","2026-06-24","TestCartPage","test_cart_page","",""
"","2365","test_added_products_is_displayed_on_checkout_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","480","Sort products by: PRICE_HIGH_LOW","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","828","test_invalid_fill_checkout_info_form[Empty form-firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1748","test_checkout_overview_displays_correct_products_total_price[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1014","test_back_to_products_from_checkout_complete_page[chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","1181","test_checkout_overview_displays_correct_products_total_price[chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1362","test_navigation_to_checkout_overview_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","621","test_invalid_fill_checkout_info_form[Empty postal code-chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","634","test_back_to_cart_from_checkout_info_page[chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1708","test_navigation_back_to_products_page_from_cart_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCartPage","test_cart_page","",""
"","1036","Login with valid username and password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","753","Sort products by: PRICE_LOW_HIGH","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","966","test_navigation_to_products_page[chromium]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","805","test_navigation_to_checkout_info_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1762","test_navigation_back_to_products_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","917","test_navigation_to_checkout_complete_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","536","test_invalid_fill_checkout_info_form[Empty last name-chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1122","Login validation: empty_username_valid_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","813","test_navigation_to_item_page[chromium]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","1346","Login validation: unregistered_username_registered_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","425","Sort products by: NAME_AZ","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","1264","test_add_item_to_cart[firefox]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","3483","test_e2e[firefox]","tests","2026-06-24","passed","2026-06-24","TestE2E","test_e2e","",""
"","775","Sort products by: PRICE_HIGH_LOW","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","1673","test_added_products_is_displayed_on_checkout_page[chromium]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
