"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1527","test_add_random_products_to_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","833","test_navigation_to_checkout_info_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","444","Sort products by: NAME_AZ","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","589","test_invalid_fill_checkout_info_form[Empty form-chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1798","test_add_all_product_to_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","895","test_remove_random_products_from_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","850","Login validation: valid_username_empty_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","831","test_invalid_fill_checkout_info_form[Empty form-firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","856","test_navigation_to_checkout_complete_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","764","test_invalid_fill_checkout_info_form[Empty first name-firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","597","Sort products by: PRICE_LOW_HIGH","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","464","Sort products by: PRICE_HIGH_LOW","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","528","test_back_to_cart_from_checkout_info_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1294","test_navigation_back_to_products_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","1490","Login with valid username and password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","594","Login validation: unregistered_user","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","1016","Login validation: unregistered_user","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","514","test_invalid_fill_checkout_info_form[Empty last name-chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","909","Login validation: unregistered_username_registered_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","974","test_remove_item_after_adding_to_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","1054","test_successful_fill_checkout_info_form[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1309","test_add_all_product_to_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","2155","test_remove_all_products_from_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","2930","test_e2e[firefox]","tests","2026-07-24","passed","2026-07-24","TestE2E","test_e2e","",""
"","931","test_navigation_back_to_products_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","508","Login validation: unregistered_username_registered_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","686","test_navigation_to_checkout_info_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","537","Sort products by: NAME_AZ","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","719","Sort products by: PRICE_HIGH_LOW","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","748","test_back_to_cart_from_checkout_info_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1319","test_checkout_overview_displays_correct_products_total_price[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","526","test_navigation_to_checkout_complete_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","639","test_navigation_to_checkout_overview_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","772","test_remove_random_products_from_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","1559","test_back_to_products_from_checkout_overview_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","961","test_back_to_products_from_checkout_complete_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","490","Sort products by: PRICE_LOW_HIGH","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","529","test_invalid_fill_checkout_info_form[Empty postal code-chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","439","Login validation: valid_username_empty_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","874","test_navigation_back_to_products_page_from_cart_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","1062","test_checkout_overview_displays_correct_products_total_price[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","761","test_remove_item_after_adding_to_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","2038","test_added_products_is_displayed_on_checkout_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1538","test_remove_all_products_from_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","628","test_invalid_fill_checkout_info_form[Empty first name-chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","769","test_invalid_fill_checkout_info_form[Empty postal code-firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1439","test_back_to_products_from_checkout_complete_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","511","Login validation: empty_username_empty_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","1037","Login validation: empty_username_empty_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","512","test_navigation_to_cart_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","483","Login validation: empty_username_valid_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","605","test_navigation_to_item_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","783","test_add_random_products_to_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","781","test_invalid_fill_checkout_info_form[Empty last name-firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","681","Sort products by: NAME_ZA","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","1144","test_back_to_products_from_checkout_overview_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","702","test_successful_fill_checkout_info_form[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","465","Sort products by: NAME_ZA","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","845","test_navigation_to_products_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","1298","test_navigation_back_to_products_page_from_cart_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","536","Login validation: registered_username_unregistered_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","716","test_navigation_to_item_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","849","Login with valid username and password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","728","test_add_item_to_cart[chromium]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","778","test_navigation_to_cart_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCartPage","test_cart_page","",""
"","1413","test_added_products_is_displayed_on_checkout_page[chromium]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1060","test_navigation_to_checkout_overview_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","917","test_add_item_to_cart[firefox]","tests","2026-07-24","passed","2026-07-24","TestItemPage","test_item_page","",""
"","1083","Login validation: registered_username_unregistered_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","1683","test_navigation_to_products_page[firefox]","tests","2026-07-24","passed","2026-07-24","TestProductsPage","test_products_page","",""
"","991","Login validation: empty_username_valid_password","tests","2026-07-24","passed","2026-07-24","TestAuthorization","test_login_page","",""
"","1830","test_e2e[chromium]","tests","2026-07-24","passed","2026-07-24","TestE2E","test_e2e","",""
