"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","563","Sort products by: PRICE_HIGH_LOW","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","574","test_navigation_to_cart_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","806","test_navigation_to_checkout_info_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","601","test_navigation_to_checkout_complete_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","897","test_back_to_cart_from_checkout_info_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","782","test_successful_fill_checkout_info_form[chromium]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1537","test_remove_random_products_from_cart[chromium]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","1053","Login validation: unregistered_user","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","1550","test_navigation_back_to_products_page_from_cart_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","1284","test_add_random_products_to_cart[firefox]","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","1563","test_navigation_back_to_products_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","514","Login validation: valid_username_empty_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","546","test_invalid_fill_checkout_info_form[Empty first name-chromium]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","808","Sort products by: NAME_ZA","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","1184","Login validation: empty_username_valid_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","895","test_navigation_to_item_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","1494","test_checkout_overview_displays_correct_products_total_price[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1738","Login with valid username and password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","1680","test_added_products_is_displayed_on_checkout_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","3258","test_e2e[firefox]","tests","2026-07-22","passed","2026-07-22","TestE2E","test_e2e","",""
"","510","Sort products by: PRICE_LOW_HIGH","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","551","Login validation: empty_username_empty_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","1965","test_navigation_to_products_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","2502","test_remove_all_products_from_cart[firefox]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","492","Login validation: empty_username_valid_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","775","test_navigation_to_cart_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","798","Sort products by: PRICE_HIGH_LOW","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","1302","test_add_random_products_to_cart[chromium]","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","1168","test_remove_item_after_adding_to_cart[firefox]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","926","test_navigation_to_checkout_complete_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","2433","test_added_products_is_displayed_on_checkout_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","903","test_invalid_fill_checkout_info_form[Empty first name-firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1652","test_back_to_products_from_checkout_complete_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","1225","test_navigation_to_checkout_overview_page[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1172","Login validation: valid_username_empty_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","1884","test_remove_all_products_from_cart[chromium]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
"","650","Login validation: registered_username_unregistered_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","717","Sort products by: PRICE_LOW_HIGH","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","866","test_invalid_fill_checkout_info_form[Empty form-firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","677","Sort products by: NAME_AZ","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","814","test_invalid_fill_checkout_info_form[Empty last name-firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1198","test_add_item_to_cart[firefox]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","1036","test_navigation_back_to_products_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","583","Login validation: unregistered_username_registered_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","825","test_remove_item_after_adding_to_cart[chromium]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","1082","Login validation: unregistered_username_registered_password","tests","2026-07-22","passed","2026-07-22","TestAuthorization","test_login_page","",""
"","1037","test_navigation_to_products_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestProductsPage","test_products_page","",""
"","681","test_invalid_fill_checkout_info_form[Empty postal code-chromium]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","816","test_invalid_fill_checkout_info_form[Empty postal code-firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","823","test_add_item_to_cart[chromium]","tests","2026-07-22","passed","2026-07-22","TestItemPage","test_item_page","",""
"","2962","test_successful_fill_checkout_info_form[firefox]","tests","2026-07-22","passed","2026-07-22","TestCheckoutInfoPage","test_checkout_info_page","",""
"","969","test_navigation_back_to_products_page_from_cart_page[chromium]","tests","2026-07-22","passed","2026-07-22","TestCartPage","test_cart_page","",""
